ticket_id,cliente_id,data_abertura,canal,categoria,prioridade,tempo_resposta_horas,tempo_resolucao_horas,satisfacao_cliente
TCK-00590,CLI-152,2026-01-30,telefone,duvida_de_uso,alta,"3,85",11.90714901820242,4.0
TCK-00591,CLI-145,2026-01-30,email,duvida_de_uso,media,"1,11",5.648343222406655,5.0
TCK-00592,CLI-163,2026-01-30,chat,bug,alta,,13.461223537570387,4.0
TCK-00593,CLI-044,2026-01-30,chat,cobranca,alta,"1,67",4.6092920893605775,5.0
TCK-00594,CLI-177,2026-01-30,email,duvida_de_uso,media,"3,16",7.556271185171183,5.0
TCK-00595,CLI-058,2026-01-30,email,bug,media,"3,39",8.861919947062074,5.0
TCK-00596,CLI-145,2026-01-30,telefone,cobranca,alta,"6,20",15.522361619007686,5.0
TCK-00597,CLI-105,2026-01-30,email,cobranca,critica,"2,95",7.024418817018402,5.0
TCK-00598,CLI-141,2026-01-30,email,duvida_de_uso,media,"3,50",10.65054786308959,4.0
TCK-00599,CLI-114,2026-01-30,email,duvida_de_uso,media,"8,42",18.45993748913944,3.0
TCK-00600,CLI-116,2026-01-30,email,duvida_de_uso,media,"7,72",17.112362362208952,4.0
TCK-00601,CLI-111,2026-01-30,chat,duvida_de_uso,alta,"2,00",8.139051546887865,3.0
TCK-00602,CLI-141,2026-01-30,telefone,bug,critica,"3,42",10.429473282755211,4.0
TCK-00603,CLI-134,2026-01-30,telefone,bug,critica,"0,21",1.2661480072425562,
TCK-00604,CLI-025,2026-01-30,chat,elogio,baixa,"2,65",6.144578978144766,4.0
TCK-00605,CLI-149,2026-01-30,chat,cobranca,baixa,"4,19",10.201962626931945,4.0
TCK-00606,CLI-097,2026-01-30,email,duvida_de_uso,alta,"2,83",8.62370465575251,3.0
TCK-00607,CLI-059,2026-01-30,telefone,bug,media,"9,43",22.0133136888055,3.0
TCK-00608,CLI-093,2026-01-31,email,cobranca,critica,"0,73",4.4195960472512335,5.0
TCK-00609,CLI-175,2026-01-31,email,bug,media,,8.792350694696527,5.0
TCK-00610,CLI-155,2026-01-31,telefone,bug,alta,"8,93",18.00945171172257,4.0
TCK-00611,CLI-151,2026-01-31,telefone,bug,alta,"6,80",14.426306908816246,3.0
TCK-00612,CLI-084,2026-01-31,email,cobranca,baixa,"0,68",3.7738120174847465,5.0
TCK-00613,CLI-142,2026-01-31,chat,duvida_de_uso,baixa,"0,51",2.6854965924620764,4.0
TCK-00614,CLI-070,2026-01-31,chat,bug,alta,"3,55",11.128671008482003,3.0
TCK-00615,CLI-124,2026-01-31,email,bug,baixa,"5,07",7.972900224214621,4.0
TCK-00616,CLI-116,2026-01-31,email,duvida_de_uso,alta,"3,12",7.862994514348122,4.0
TCK-00617,CLI-045,2026-01-31,email,duvida_de_uso,media,"9,21",21.297167517858423,3.0
TCK-00618,CLI-048,2026-01-31,chat,cobranca,media,"1,33",4.921489355419848,3.0
TCK-00619,CLI-012,2026-01-31,email,bug,baixa,"0,40",5.329143353375571,5.0
TCK-00620,CLI-026,2026-01-31,chat,cobranca,critica,"3,72",12.985876626381327,3.0
TCK-00621,CLI-079,2026-01-31,email,elogio,alta,"7,19",16.055503511850016,4.0
TCK-00622,CLI-087,2026-01-31,telefone,duvida_de_uso,alta,"2,32",8.93821731250787,4.0
TCK-00623,CLI-030,2026-01-31,chat,bug,alta,"0,82",8.104783022319477,
TCK-00624,CLI-076,2026-01-31,telefone,cobranca,media,"0,43",4.370906871024818,5.0
TCK-00625,CLI-109,2026-01-31,email,bug,critica,"3,79",9.754597344122748,5.0
TCK-00626,CLI-042,2026-01-31,chat,bug,media,"2,93",9.633097754358904,5.0
TCK-00627,CLI-061,2026-01-31,telefone,bug,media,"7,55",18.369918277202693,4.0
TCK-00628,CLI-067,2026-01-31,email,elogio,baixa,"5,11",12.137152873074372,4.0
TCK-00629,CLI-091,2026-01-31,email,duvida_de_uso,baixa,"2,48",6.742683387564932,5.0
TCK-00630,CLI-066,2026-02-01,email,cobranca,alta,"4,42",13.528120293064546,4.0
TCK-00631,CLI-133,2026-02-01,email,duvida_de_uso,media,"7,82",16.662817069757118,4.0
TCK-00632,CLI-059,2026-02-01,email,duvida_de_uso,alta,"4,84",13.505282181466127,5.0
TCK-00633,CLI-079,2026-02-01,email,bug,critica,"7,05",16.086131632454734,4.0
TCK-00634,CLI-069,2026-02-01,email,duvida_de_uso,media,"1,43",8.31628346193007,5.0
TCK-00635,CLI-033,2026-02-01,chat,bug,baixa,"3,62",8.234907465870492,3.0
TCK-00636,CLI-124,2026-02-01,email,duvida_de_uso,alta,,10.930401567754018,4.0
TCK-00637,CLI-043,2026-02-01,email,bug,baixa,"2,93",9.553011546446951,5.0
TCK-00638,CLI-054,2026-02-01,chat,duvida_de_uso,alta,"4,75",9.853215439295308,4.0
TCK-00639,CLI-143,2026-02-01,email,duvida_de_uso,media,"13,26",27.051842724074934,3.0
TCK-00640,CLI-171,2026-02-01,email,bug,media,"0,66",6.508069686448782,5.0
TCK-00641,CLI-121,2026-02-01,email,bug,media,"3,05",5.806236992942109,5.0
TCK-00642,CLI-165,2026-02-01,email,elogio,media,"3,59",10.058032625736796,3.0
TCK-00643,CLI-154,2026-02-01,chat,bug,media,"2,28",8.916924822355039,4.0
TCK-00644,CLI-087,2026-02-01,email,bug,baixa,,7.027055702396432,4.0
TCK-00645,CLI-139,2026-02-01,email,bug,media,"0,81",3.0678022235913036,5.0
TCK-00646,CLI-060,2026-02-01,telefone,duvida_de_uso,alta,"3,17",8.320304369485825,5.0
TCK-00647,CLI-083,2026-02-01,telefone,cobranca,baixa,"3,61",8.236305054620537,5.0
TCK-00648,CLI-097,2026-02-01,email,bug,media,"2,96",8.432279408313843,4.0
TCK-00649,CLI-173,2026-02-01,email,duvida_de_uso,baixa,"3,67",9.197248999245407,4.0
TCK-00650,CLI-153,2026-02-01,chat,duvida_de_uso,media,"2,70",7.085277970631868,3.0
TCK-00651,CLI-089,2026-02-01,telefone,bug,baixa,"3,27",9.583790157114835,5.0
TCK-00652,CLI-118,2026-02-01,telefone,elogio,alta,,9.394458043889228,5.0
TCK-00653,CLI-037,2026-02-01,email,elogio,baixa,"3,69",10.133417944560275,5.0
TCK-00654,CLI-145,2026-02-01,email,bug,alta,"4,75",13.571571910703476,3.0
TCK-00655,CLI-100,2026-02-02,email,bug,baixa,"3,94",12.465408722382925,
TCK-00656,CLI-096,2026-02-02,telefone,bug,media,"13,85",27.053560451409385,3.0
TCK-00657,CLI-138,2026-02-02,telefone,bug,baixa,"5,00",12.416879733443158,4.0
TCK-00658,CLI-114,2026-02-02,email,duvida_de_uso,alta,"3,81",9.22073027477114,4.0
TCK-00659,CLI-014,2026-02-02,chat,duvida_de_uso,critica,"1,18",2.901080696960122,4.0
TCK-00660,CLI-052,2026-02-02,email,duvida_de_uso,baixa,"2,01",7.148157504083338,5.0
TCK-00661,CLI-032,2026-02-02,chat,bug,critica,"1,78",4.624788545765574,3.0
TCK-00662,CLI-133,2026-02-02,telefone,bug,media,"3,04",9.197397273360401,4.0
TCK-00663,CLI-007,2026-02-02,chat,elogio,media,,3.8501541614267425,4.0
TCK-00664,CLI-037,2026-02-02,email,elogio,alta,"5,16",12.545173113071177,4.0
TCK-00665,CLI-108,2026-02-02,chat,bug,baixa,"4,64",9.00376142958875,3.0
TCK-00666,CLI-126,2026-02-02,email,cobranca,media,"6,21",15.187176998739625,4.0
TCK-00667,CLI-091,2026-02-02,telefone,duvida_de_uso,baixa,"5,71",12.688699604289205,4.0
TCK-00668,CLI-155,2026-02-02,email,cobranca,alta,"1,78",5.470749549121697,
TCK-00669,CLI-166,2026-02-02,telefone,duvida_de_uso,media,"8,53",20.05049902419849,4.0
TCK-00670,CLI-024,2026-02-02,email,cobranca,alta,"1,93",5.9920975813939386,5.0
TCK-00671,CLI-172,2026-02-02,email,bug,baixa,"4,67",11.569510316530822,
TCK-00672,CLI-111,2026-02-02,email,bug,critica,"5,47",12.541413697435233,3.0
TCK-00673,CLI-115,2026-02-02,email,elogio,baixa,,19.4267770809465,3.0
TCK-00674,CLI-018,2026-02-02,email,bug,media,"12,23",26.571885469140266,3.0
TCK-00675,CLI-112,2026-02-02,chat,bug,media,"1,72",7.350260783095331,4.0
TCK-00676,CLI-131,2026-02-02,email,cobranca,baixa,"4,39",10.198168822083105,4.0
TCK-00677,CLI-105,2026-02-02,email,cobranca,baixa,"8,17",19.524245511990166,4.0
TCK-00678,CLI-016,2026-02-02,email,cobranca,alta,"12,92",24.885600769754085,3.0
TCK-00679,CLI-095,2026-02-03,email,cobranca,baixa,"3,12",7.499514654774792,4.0
TCK-00680,CLI-169,2026-02-03,telefone,cobranca,media,"1,86",6.159661746111241,5.0
TCK-00681,CLI-131,2026-02-03,telefone,bug,critica,"1,10",6.558941539680342,5.0
TCK-00682,CLI-025,2026-02-03,email,duvida_de_uso,media,"0,70",2.4971823769503114,4.0
TCK-00683,CLI-173,2026-02-03,chat,cobranca,baixa,"1,29",6.651941413209649,
TCK-00684,CLI-173,2026-02-03,chat,cobranca,baixa,"4,26",10.588203681564696,4.0
TCK-00685,CLI-031,2026-02-03,telefone,bug,baixa,"7,39",15.649113787973324,3.0
TCK-00686,CLI-145,2026-02-03,email,bug,media,"5,00",13.650420894555815,5.0
TCK-00687,CLI-074,2026-02-03,email,cobranca,alta,"3,01",7.213774198071732,5.0
TCK-00688,CLI-107,2026-02-03,chat,bug,baixa,"3,10",12.013657240494542,4.0
TCK-00689,CLI-081,2026-02-03,telefone,bug,baixa,"3,99",9.915938835741246,4.0
TCK-00690,CLI-141,2026-02-03,chat,cobranca,media,"1,87",6.598944185859775,5.0
TCK-00691,CLI-180,2026-02-03,chat,duvida_de_uso,media,"2,90",10.538034596360975,2.0
TCK-00692,CLI-144,2026-02-03,email,bug,media,"2,91",8.496583425240244,4.0
TCK-00693,CLI-168,2026-02-03,chat,bug,critica,"2,89",9.98848640916599,5.0
TCK-00694,CLI-171,2026-02-03,telefone,bug,baixa,"5,38",9.754173651824907,5.0
TCK-00695,CLI-017,2026-02-03,email,cobranca,media,"6,33",13.738245372191116,3.0
TCK-00696,CLI-046,2026-02-03,chat,duvida_de_uso,alta,"0,51",4.508188372552121,3.0
TCK-00697,CLI-130,2026-02-03,email,bug,alta,"8,61",20.124045550110058,4.0
TCK-00698,CLI-107,2026-02-03,chat,duvida_de_uso,alta,,8.048726267487096,4.0
TCK-00699,CLI-010,2026-02-03,chat,bug,alta,"7,39",17.315779066403998,3.0
TCK-00700,CLI-018,2026-02-03,chat,bug,media,"4,28",12.297119703513888,4.0
TCK-00701,CLI-094,2026-02-03,telefone,bug,media,"1,91",7.150323873596512,4.0
TCK-00702,CLI-111,2026-02-04,email,duvida_de_uso,alta,"5,78",10.182612030349095,4.0
TCK-00703,CLI-031,2026-02-04,email,bug,alta,"8,19",19.909241408375795,
TCK-00704,CLI-031,2026-02-04,email,bug,alta,"3,25",7.586777487471124,4.0
TCK-00705,CLI-024,2026-02-04,email,duvida_de_uso,media,"1,79",6.686236334805471,4.0
TCK-00706,CLI-102,2026-02-04,email,duvida_de_uso,alta,"1,53",6.028422596761708,5.0
TCK-00707,CLI-002,2026-02-04,email,bug,baixa,"1,07",5.000810232523354,5.0
TCK-00708,CLI-104,2026-02-04,email,bug,baixa,"0,46",2.166288271661009,4.0
TCK-00709,CLI-086,2026-02-04,email,bug,media,"3,66",6.679781273031519,4.0
TCK-00710,CLI-084,2026-02-04,email,duvida_de_uso,baixa,"1,60",4.384036088882451,4.0
TCK-00711,CLI-123,2026-02-04,chat,cobranca,alta,"1,40",6.753053755454747,4.0
TCK-00712,CLI-095,2026-02-04,email,bug,baixa,"12,51",23.346784890407104,3.0
TCK-00713,CLI-131,2026-02-04,chat,cobranca,alta,"3,24",7.509297024276796,4.0
TCK-00714,CLI-138,2026-02-04,telefone,cobranca,media,"1,86",6.97418043031957,5.0
TCK-00715,CLI-166,2026-02-04,chat,bug,baixa,"9,82",19.13506790843023,3.0
TCK-00716,CLI-144,2026-02-04,email,bug,baixa,"4,79",10.811025390103632,4.0
TCK-00717,CLI-094,2026-02-05,email,bug,media,"15,44",30.90813481873147,4.0
TCK-00718,CLI-089,2026-02-05,chat,bug,alta,"6,35",14.851082768456683,4.0
TCK-00719,CLI-043,2026-02-05,chat,duvida_de_uso,media,"2,95",6.736103748881543,4.0
TCK-00720,CLI-108,2026-02-05,email,bug,baixa,"3,64",9.758267699977583,4.0
TCK-00721,CLI-026,2026-02-05,email,cobranca,baixa,"7,04",16.26234790124959,3.0
TCK-00722,CLI-168,2026-02-05,chat,duvida_de_uso,baixa,"2,77",6.071428604915295,4.0
TCK-00723,CLI-153,2026-02-05,email,cobranca,baixa,"2,72",8.211918590730916,5.0
TCK-00724,CLI-022,2026-02-05,chat,cobranca,critica,"1,55",4.713640331602571,5.0
TCK-00725,CLI-142,2026-02-05,email,duvida_de_uso,baixa,"7,82",17.26303875037141,4.0
TCK-00726,CLI-022,2026-02-05,email,elogio,baixa,"1,86",7.425139310955102,5.0
TCK-00727,CLI-130,2026-02-05,telefone,elogio,alta,"7,75",16.67806639160933,4.0
TCK-00728,CLI-016,2026-02-05,email,duvida_de_uso,alta,"4,07",11.696945217559001,5.0
TCK-00729,CLI-088,2026-02-05,chat,bug,media,"0,53",5.139213784789221,4.0
TCK-00730,CLI-119,2026-02-05,email,duvida_de_uso,media,"8,17",19.072386007602546,5.0
TCK-00731,CLI-132,2026-02-05,email,bug,critica,"1,90",7.023270260072633,4.0
TCK-00732,CLI-076,2026-02-05,telefone,duvida_de_uso,baixa,"2,13",8.483506458168492,4.0
TCK-00733,CLI-166,2026-02-05,email,duvida_de_uso,baixa,"3,37",9.635683990412746,4.0
TCK-00734,CLI-140,2026-02-05,email,duvida_de_uso,alta,,7.332413073102135,
TCK-00735,CLI-038,2026-02-05,telefone,cobranca,alta,"4,94",10.6992087306394,4.0
TCK-00736,CLI-121,2026-02-06,chat,bug,critica,"4,73",11.199566736064229,
TCK-00737,CLI-132,2026-02-06,chat,duvida_de_uso,media,"4,62",11.192349886451527,4.0
TCK-00738,CLI-061,2026-02-06,email,bug,critica,"2,52",8.067674860765582,5.0
TCK-00739,CLI-133,2026-02-06,email,cobranca,media,"2,59",6.443709619804678,5.0
TCK-00740,CLI-162,2026-02-06,chat,duvida_de_uso,alta,"4,39",13.911676493458012,4.0
TCK-00741,CLI-148,2026-02-06,email,bug,alta,"1,61",5.752543280966887,5.0
TCK-00742,CLI-138,2026-02-06,email,cobranca,baixa,"4,07",10.312194887334542,4.0
TCK-00743,CLI-115,2026-02-06,chat,bug,baixa,"6,04",12.862878423593047,4.0
TCK-00744,CLI-049,2026-02-06,email,cobranca,media,"2,83",6.59505033869903,3.0
TCK-00745,CLI-144,2026-02-06,email,duvida_de_uso,alta,"1,05",4.708564865275044,5.0
TCK-00746,CLI-066,2026-02-06,email,duvida_de_uso,baixa,"1,90",6.460771838043625,5.0
TCK-00747,CLI-096,2026-02-06,email,cobranca,alta,"2,01",6.4836414897955885,5.0
TCK-00748,CLI-057,2026-02-06,chat,cobranca,media,"1,06",7.386592147089724,3.0
TCK-00749,CLI-057,2026-02-06,telefone,cobranca,media,"3,24",8.64661971362916,
TCK-00750,CLI-029,2026-02-06,email,duvida_de_uso,media,"15,24",30.299211994579366,2.0
TCK-00751,CLI-174,2026-02-06,email,cobranca,critica,"5,67",14.423860587067377,4.0
TCK-00752,CLI-027,2026-02-06,chat,duvida_de_uso,baixa,"2,09",6.513706898704706,4.0
TCK-00753,CLI-016,2026-02-06,email,cobranca,media,"3,73",10.515391263368816,4.0
TCK-00754,CLI-169,2026-02-06,chat,cobranca,baixa,"1,34",3.5010461147403014,4.0
TCK-00755,CLI-100,2026-02-07,telefone,bug,critica,"3,71",7.7801740463802425,4.0
TCK-00756,CLI-079,2026-02-07,chat,bug,alta,"5,86",13.733079876879293,
TCK-00757,CLI-133,2026-02-07,email,bug,baixa,,10.162328701051726,5.0
TCK-00758,CLI-069,2026-02-07,telefone,bug,baixa,"7,67",15.59939377701017,4.0
TCK-00759,CLI-024,2026-02-07,email,duvida_de_uso,media,"6,99",15.756766470398059,5.0
TCK-00760,CLI-132,2026-02-07,telefone,bug,media,"14,78",29.916803990485104,2.0
TCK-00761,CLI-032,2026-02-07,chat,duvida_de_uso,alta,"4,14",9.38521257436566,4.0
TCK-00762,CLI-100,2026-02-07,chat,bug,media,"8,47",17.46425862514219,2.0
TCK-00763,CLI-171,2026-02-07,telefone,bug,media,"8,07",17.852736145558858,4.0
TCK-00764,CLI-169,2026-02-07,chat,cobranca,alta,"2,96",6.802534410165277,4.0
TCK-00765,CLI-065,2026-02-07,email,duvida_de_uso,media,"2,08",5.837518868739323,4.0
TCK-00766,CLI-141,2026-02-07,email,duvida_de_uso,baixa,"7,64",17.55815358953497,4.0
TCK-00767,CLI-111,2026-02-07,chat,cobranca,baixa,"4,86",11.704369869836764,5.0
TCK-00768,CLI-087,2026-02-07,chat,elogio,media,"4,94",11.184698797281152,3.0
TCK-00769,CLI-026,2026-02-07,email,duvida_de_uso,media,"0,20",2.0053960215269173,5.0
TCK-00770,CLI-068,2026-02-07,chat,bug,baixa,,4.4767702238964695,4.0
TCK-00771,CLI-118,2026-02-07,chat,bug,media,"3,37",8.866748830077071,4.0
TCK-00772,CLI-178,2026-02-07,email,elogio,baixa,"2,95",11.342462569826404,3.0
TCK-00773,CLI-001,2026-02-07,email,cobranca,alta,"2,57",8.473756036375297,5.0
TCK-00774,CLI-130,2026-02-07,email,cobranca,baixa,"2,23",5.019321073689708,5.0
TCK-00775,CLI-153,2026-02-07,email,cobranca,media,"0,91",5.701541383917422,5.0
TCK-00776,CLI-172,2026-02-07,email,bug,baixa,"5,40",11.585687848513507,4.0
TCK-00777,CLI-077,2026-02-07,email,duvida_de_uso,media,"2,42",7.3570355689535045,5.0
TCK-00778,CLI-022,2026-02-07,email,cobranca,baixa,"2,84",7.224292757739685,5.0
TCK-00779,CLI-049,2026-02-07,email,cobranca,media,,12.318103015700867,4.0
TCK-00780,CLI-154,2026-02-07,chat,bug,alta,"3,62",7.823116646555758,5.0
TCK-00781,CLI-159,2026-02-08,email,duvida_de_uso,baixa,"4,84",12.18689372046599,
TCK-00782,CLI-115,2026-02-08,telefone,bug,alta,"4,68",10.394104362526111,4.0
TCK-00783,CLI-023,2026-02-08,telefone,elogio,media,"0,37",4.777831395346867,
TCK-00784,CLI-022,2026-02-08,chat,bug,media,"4,67",11.838939850488817,4.0
TCK-00785,CLI-087,2026-02-08,telefone,cobranca,media,"11,82",26.15952480231477,3.0
TCK-00786,CLI-106,2026-02-08,telefone,bug,media,"4,59",12.330325049533016,4.0
TCK-00787,CLI-006,2026-02-08,email,duvida_de_uso,alta,"1,56",4.772371769977719,5.0
TCK-00788,CLI-124,2026-02-08,chat,cobranca,alta,"1,58",10.20940729813822,4.0
TCK-00789,CLI-099,2026-02-08,email,bug,alta,,6.763514431029299,5.0
TCK-00790,CLI-003,2026-02-08,chat,cobranca,baixa,"6,54",13.951034902899325,3.0
TCK-00791,CLI-018,2026-02-08,chat,cobranca,alta,,6.359365838967826,4.0
TCK-00792,CLI-082,2026-02-08,email,cobranca,baixa,"4,74",12.481799479258482,5.0
TCK-00793,CLI-131,2026-02-08,email,bug,media,"3,38",9.975906172825088,5.0
TCK-00794,CLI-149,2026-02-08,telefone,cobranca,baixa,"5,84",14.263396438035679,3.0
TCK-00795,CLI-078,2026-02-08,email,duvida_de_uso,baixa,"1,96",7.982261956035863,5.0
TCK-00796,CLI-054,2026-02-08,email,duvida_de_uso,media,"4,61",12.592915120961043,4.0
TCK-00797,CLI-175,2026-02-08,email,duvida_de_uso,alta,"2,85",6.853751413269616,5.0
TCK-00798,CLI-083,2026-02-08,chat,duvida_de_uso,baixa,"5,09",15.33214915713264,3.0
TCK-00799,CLI-057,2026-02-08,telefone,bug,media,"0,42",6.714990563407762,5.0
TCK-00800,CLI-080,2026-02-08,chat,duvida_de_uso,media,"1,86",7.554399654838608,3.0
TCK-00801,CLI-003,2026-02-08,email,bug,critica,"7,94",17.354683075403482,4.0
TCK-00802,CLI-055,2026-02-08,email,bug,alta,"7,32",16.252977202239073,4.0
TCK-00803,CLI-093,2026-02-08,email,bug,baixa,"0,98",4.283816280782145,5.0
TCK-00804,CLI-166,2026-02-08,chat,bug,baixa,"4,06",10.01901331505069,4.0
TCK-00805,CLI-133,2026-02-09,telefone,cobranca,media,"1,81",2.969676222996422,5.0
TCK-00806,CLI-141,2026-02-09,chat,duvida_de_uso,baixa,"1,38",7.780191785034942,5.0
TCK-00807,CLI-099,2026-02-09,email,bug,critica,"7,65",18.528179200341672,4.0
TCK-00808,CLI-020,2026-02-09,chat,cobranca,critica,"1,83",3.782765091597796,4.0
TCK-00809,CLI-071,2026-02-09,email,elogio,critica,"0,92",5.982418402070771,5.0
TCK-00810,CLI-180,2026-02-09,chat,cobranca,baixa,"0,85",4.523591847512655,4.0
TCK-00811,CLI-008,2026-02-09,chat,cobranca,alta,"2,46",7.135086384717441,2.0
TCK-00812,CLI-159,2026-02-09,chat,elogio,alta,"1,78",6.9509247696931915,4.0
TCK-00813,CLI-124,2026-02-09,chat,duvida_de_uso,baixa,"1,76",3.5499587610481265,4.0
TCK-00814,CLI-052,2026-02-09,telefone,elogio,baixa,"5,77",13.372185188760298,4.0
TCK-00815,CLI-141,2026-02-09,email,elogio,baixa,"5,05",12.203284090143848,3.0
TCK-00816,CLI-151,2026-02-09,email,bug,media,"3,15",8.782907455126377,4.0
TCK-00817,CLI-008,2026-02-09,email,cobranca,critica,"7,40",14.271822316448697,3.0
TCK-00818,CLI-020,2026-02-09,chat,cobranca,alta,"3,48",9.94182913532769,5.0
TCK-00819,CLI-120,2026-02-09,chat,cobranca,baixa,,9.80609595965211,
TCK-00820,CLI-180,2026-02-09,chat,cobranca,media,"1,56",6.426908773837851,3.0
TCK-00821,CLI-005,2026-02-09,chat,duvida_de_uso,baixa,"4,93",11.5296115318197,3.0
TCK-00822,CLI-120,2026-02-09,email,duvida_de_uso,baixa,"2,90",12.257253642622977,5.0
TCK-00823,CLI-025,2026-02-09,chat,duvida_de_uso,baixa,"1,87",4.979867357701359,4.0
TCK-00824,CLI-118,2026-02-09,chat,cobranca,media,"6,64",16.114845466580093,3.0
TCK-00825,CLI-113,2026-02-09,email,cobranca,alta,"1,89",6.772570815280892,4.0
TCK-00826,CLI-017,2026-02-09,email,cobranca,alta,"1,87",9.385523660595673,5.0
TCK-00827,CLI-123,2026-02-09,email,cobranca,alta,,9.364051191249885,4.0
TCK-00828,CLI-162,2026-02-09,email,elogio,baixa,,6.691082738090261,4.0
TCK-00829,CLI-156,2026-02-09,chat,bug,alta,"0,95",5.472612655563567,
TCK-00830,CLI-006,2026-02-09,telefone,elogio,baixa,"10,86",20.952907042442444,2.0
TCK-00831,CLI-045,2026-02-10,chat,bug,media,"1,90",5.123263662300426,5.0
TCK-00832,CLI-044,2026-02-10,email,duvida_de_uso,media,"4,95",11.490845921939089,5.0
TCK-00833,CLI-082,2026-02-10,chat,bug,baixa,"0,65",5.601945665081237,4.0
TCK-00834,CLI-026,2026-02-10,chat,duvida_de_uso,baixa,"1,05",5.242583838629192,4.0
TCK-00835,CLI-154,2026-02-10,email,duvida_de_uso,baixa,"11,86",24.045230206610867,
TCK-00836,CLI-140,2026-02-10,telefone,bug,baixa,"1,56",7.872346215650728,5.0
TCK-00837,CLI-146,2026-02-10,email,duvida_de_uso,critica,"5,06",9.134556013645184,4.0
TCK-00838,CLI-036,2026-02-10,email,cobranca,baixa,"0,20",1.4162698047584406,5.0
TCK-00839,CLI-003,2026-02-10,email,bug,media,"1,00",1.0543951613196172,5.0
TCK-00840,CLI-164,2026-02-10,email,cobranca,critica,"3,13",10.451717636138985,5.0
TCK-00841,CLI-053,2026-02-10,telefone,bug,media,"7,25",15.898386657237337,4.0
TCK-00842,CLI-119,2026-02-10,email,bug,media,"3,93",11.531823995846224,4.0
TCK-00843,CLI-164,2026-02-10,email,bug,critica,"3,36",8.876460611935565,
TCK-00844,CLI-007,2026-02-10,email,duvida_de_uso,baixa,"6,14",15.588161812717368,5.0
TCK-00845,CLI-001,2026-02-10,email,cobranca,baixa,"4,56",11.01167881594702,
TCK-00846,CLI-001,2026-02-10,email,duvida_de_uso,media,"0,74",4.954090339853751,5.0
TCK-00847,CLI-029,2026-02-10,email,cobranca,media,"3,74",10.131990790118847,5.0
TCK-00848,CLI-010,2026-02-10,chat,duvida_de_uso,alta,"1,59",6.371754296499495,
TCK-00849,CLI-148,2026-02-10,email,cobranca,baixa,"3,26",11.394434171878896,
TCK-00850,CLI-110,2026-02-10,chat,elogio,media,"1,55",3.3615727712806867,4.0
TCK-00851,CLI-177,2026-02-10,email,duvida_de_uso,alta,"3,78",9.702417716594896,5.0
TCK-00852,CLI-145,2026-02-10,chat,bug,critica,"3,11",8.897634072176363,4.0
TCK-00853,CLI-174,2026-02-11,telefone,bug,baixa,"1,21",5.259104334168371,4.0
TCK-00854,CLI-043,2026-02-11,email,duvida_de_uso,baixa,"2,17",6.303849501553418,4.0
TCK-00855,CLI-052,2026-02-11,email,duvida_de_uso,critica,"6,00",12.999506182958918,4.0
TCK-00856,CLI-153,2026-02-11,telefone,bug,media,"6,54",17.06744049296003,5.0
TCK-00857,CLI-045,2026-02-11,chat,cobranca,baixa,"5,90",13.51651254390044,3.0
TCK-00858,CLI-011,2026-02-11,chat,elogio,baixa,"2,40",10.971261674870316,3.0
TCK-00859,CLI-121,2026-02-11,email,bug,alta,"2,06",7.5054197926813995,5.0
TCK-00860,CLI-145,2026-02-11,email,bug,media,"2,20",6.524375933354576,
TCK-00861,CLI-175,2026-02-11,chat,bug,media,"2,34",8.040204563511764,5.0
TCK-00862,CLI-168,2026-02-11,telefone,duvida_de_uso,alta,"1,75",6.308574863341152,5.0
TCK-00863,CLI-022,2026-02-11,email,cobranca,baixa,"9,38",21.905768071963504,
TCK-00864,CLI-139,2026-02-11,chat,duvida_de_uso,baixa,"1,55",4.031574682532691,4.0
TCK-00865,CLI-153,2026-02-11,chat,bug,media,"5,11",9.487401566582959,3.0
TCK-00866,CLI-126,2026-02-11,email,duvida_de_uso,alta,"1,55",6.328741533510647,4.0
TCK-00867,CLI-148,2026-02-11,email,bug,baixa,"3,27",10.139327940655427,4.0
TCK-00868,CLI-151,2026-02-11,email,duvida_de_uso,alta,"2,89",8.63873166439431,5.0
TCK-00869,CLI-081,2026-02-11,email,duvida_de_uso,baixa,"1,05",5.897153229528179,5.0
TCK-00870,CLI-008,2026-02-11,chat,duvida_de_uso,baixa,"1,84",7.109010597647507,4.0
TCK-00871,CLI-083,2026-02-11,email,duvida_de_uso,critica,,8.959311779424443,3.0
TCK-00872,CLI-037,2026-02-11,email,cobranca,baixa,"0,38",4.114679246172275,
TCK-00873,CLI-021,2026-02-11,chat,bug,baixa,"3,32",10.950971046989162,4.0
TCK-00874,CLI-023,2026-02-11,chat,cobranca,alta,"2,90",8.47575920072427,3.0
TCK-00875,CLI-126,2026-02-11,chat,bug,media,"2,23",5.045717492283453,5.0
TCK-00876,CLI-091,2026-02-11,chat,bug,media,"3,80",9.342109544456095,3.0
TCK-00877,CLI-098,2026-02-12,email,cobranca,alta,"6,64",15.791714358243789,4.0
TCK-00878,CLI-135,2026-02-12,chat,cobranca,baixa,"11,24",25.920640986565903,2.0
TCK-00879,CLI-099,2026-02-12,email,bug,alta,"1,00",1.8589020953776387,4.0
TCK-00880,CLI-114,2026-02-12,email,duvida_de_uso,media,"10,32",22.125662336998204,4.0
TCK-00881,CLI-016,2026-02-12,email,cobranca,baixa,"7,50",15.099617167140217,3.0
